n_samples,min_ax,min_ay,min_az,min_gx,min_gy,min_gz,max_ax,max_ay,max_az,max_gx,max_gy,max_gz,mean_ax,mean_ay,mean_az,mean_gx,mean_gy,mean_gz,std_ax,std_ay,std_az,std_gx,std_gy,std_gz,mag_acc_mean,mag_gyro_mean,timestamp_inicio,timestamp_fim,classe
50,-13128.0,-19036.0,-4856.0,-1120.0,-10128.0,-23109.0,3884.0,-12248.0,7480.0,-1040.0,8716.0,22877.0,-5116.24,-15766.24,-1029.68,-1082.56,-1240.1,-2611.44,4429.580379945713,1601.0890613579245,3173.9171094406356,17.70441752783751,5373.623158540241,16385.366504488084,17522.55266561526,16183.920398639804,2025-11-25T15:29:56.400618,2025-11-25T15:29:59.066660,0
50,-13344.0,-20168.0,-2440.0,-1120.0,-9155.0,-30040.0,5024.0,-12092.0,12788.0,-1040.0,14809.0,32767.0,-228.08,-16330.16,4467.12,-1080.32,1735.5,3873.26,5039.236989227635,2048.282513326714,4391.227785665417,16.391998047828093,7223.116106639848,20960.70945250661,18284.840654343785,20297.492803652407,2025-11-25T15:29:59.066660,2025-11-25T15:30:01.723606,0
50,-9732.0,-19008.0,-624.0,-1136.0,-5591.0,-23586.0,5616.0,-11400.0,11660.0,-1040.0,6720.0,22911.0,-523.28,-15766.08,4987.28,-1079.36,-169.72,1466.98,4330.701019650283,1575.7066204087612,3454.209692766205,19.780556109472755,3693.232865877807,16685.854862715307,17488.035872754168,15906.948487021089,2025-11-25T15:30:01.723606,2025-11-25T15:30:04.393300,0
50,-11012.0,-18208.0,-2728.0,-1104.0,-11174.0,-31610.0,5340.0,-12572.0,10716.0,-1040.0,3755.0,23070.0,616.08,-15819.76,4821.52,-1074.88,-2365.3,-5055.24,4255.864921916578,1479.6733498985511,3914.6302724012135,18.01403896964809,3998.1140516498526,17317.103275732927,17580.462453348657,16580.56517595149,2025-11-25T15:30:04.393300,2025-11-25T15:30:07.048646,0
50,-13104.0,-19288.0,-4784.0,-1104.0,-8133.0,-29126.0,6384.0,-12844.0,11064.0,-1040.0,9169.0,29617.0,-2977.6,-16234.16,1102.32,-1075.84,-245.14,2419.9,5469.088172629877,1287.6019782525966,4244.529964271663,17.398114840407278,5353.915288870379,19245.70840603172,17949.290771881144,18524.428391646576,2025-11-25T15:30:07.048646,2025-11-25T15:30:09.700458,0
50,-10896.0,-19748.0,-4612.0,-1104.0,-9157.0,-23734.0,5360.0,-13908.0,10012.0,-1040.0,7937.0,31846.0,-1184.48,-16502.96,2153.52,-1075.84,-500.36,-790.34,4621.728759847337,1354.461855645998,3719.3000537197854,16.79923807796056,4772.252678809034,18073.48204924552,17731.256954163357,17256.066408356968,2025-11-25T15:30:09.700458,2025-11-25T15:30:12.358313,0
50,-10824.0,-19892.0,-1520.0,-1104.0,-8134.0,-29285.0,7192.0,-10132.0,12600.0,-1040.0,10814.0,32767.0,321.36,-16046.48,4875.36,-1071.04,805.14,3615.02,4874.997738502039,2308.974475735927,4260.651395080335,16.445011401637885,5570.498433748994,21201.297024936943,18098.622244919246,20541.798517031562,2025-11-25T15:30:12.358313,2025-11-25T15:30:15.183593,0
50,-10992.0,-19024.0,-1676.0,-1120.0,-5855.0,-29721.0,6880.0,-11492.0,12780.0,-1024.0,6135.0,24812.0,1167.52,-15871.28,5396.48,-1077.12,-817.86,-2892.28,4850.178430697163,1933.390255897655,3795.9813394694133,21.332266639998668,3370.9130395784464,17420.76040136021,17971.902153931187,16525.255247517205,2025-11-25T15:30:15.183593,2025-11-25T15:30:17.675142,0
50,-15024.0,-18080.0,-5732.0,-1104.0,-10474.0,-26096.0,4524.0,-4832.0,9592.0,-1040.0,5407.0,25324.0,-5509.04,-13611.44,2392.48,-1077.12,-1598.32,86.18,5853.3154398511615,3650.9059487201257,4436.34282823138,16.454348969193525,4114.241064595024,11306.387065176921,16936.987276009546,9542.710985499685,2025-11-25T15:30:17.675142,2025-11-25T15:30:20.330036,0
50,-11600.0,-32768.0,-6448.0,-1104.0,-11368.0,-32768.0,6484.0,-3304.0,14148.0,-1024.0,32714.0,30889.0,-199.2,-16026.24,2906.72,-1063.36,2134.6,1302.34,5329.7685353118295,3839.4750607863048,4244.978092004716,18.16123343828827,9787.253637256981,16008.779094746733,17711.677153880344,15413.167416642644,2025-11-25T15:30:20.330036,2025-11-25T15:30:22.990908,0
50,-15036.0,-20652.0,-5688.0,-1104.0,-12172.0,-32768.0,8292.0,-10508.0,11780.0,-1024.0,11708.0,31996.0,-788.56,-16042.64,2708.4,-1072.0,-928.9,-454.58,6860.183554862071,2268.0799435646004,5264.534699287298,16.93280839081338,5067.9224826352665,19857.7382368587,18525.180476664762,18420.094429267723,2025-11-25T15:30:22.990908,2025-11-25T15:30:25.721597,0
50,-19128.0,-32768.0,-15748.0,-1136.0,-20260.0,-32768.0,18696.0,12856.0,29700.0,-1040.0,25121.0,32767.0,2044.0,-14311.6,3355.68,-1080.96,-1144.04,8347.52,7429.636911720519,12045.41462964227,8835.297675664358,20.777834343357345,8588.622560015081,16685.563209241696,19895.955277287536,18271.128634557605,2025-11-25T15:30:25.721597,2025-11-25T15:30:28.303937,0
