n_samples,min_ax,min_ay,min_az,min_gx,min_gy,min_gz,max_ax,max_ay,max_az,max_gx,max_gy,max_gz,mean_ax,mean_ay,mean_az,mean_gx,mean_gy,mean_gz,std_ax,std_ay,std_az,std_gx,std_gy,std_gz,mag_acc_mean,mag_gyro_mean,timestamp_inicio,timestamp_fim,classe
50,-3788.0,-16440.0,3880.0,-1712.0,-2317.0,-3114.0,-1244.0,-14864.0,5920.0,-1632.0,2071.0,3438.0,-2416.64,-15488.56,4637.6,-1661.76,-413.06,80.32,473.96091653215456,330.68560053319527,511.8974897379357,19.202666481507197,636.7571408315732,1066.9928854495704,16362.33298484997,2045.5472447940276,2025-11-25T15:48:20.837629,2025-11-25T15:48:23.498537,0
50,-3844.0,-16920.0,2680.0,-1680.0,-1899.0,-2625.0,-1576.0,-14280.0,5020.0,-1600.0,339.0,3629.0,-2573.52,-15498.88,4228.48,-1639.04,-376.16,-85.74,470.52983922382646,491.5764290524923,463.90801846917884,18.9746778628782,355.6970261331967,947.1110771182016,16283.94434550144,1914.2906400653574,2025-11-25T15:48:23.498537,2025-11-25T15:48:26.154501,0
50,-3776.0,-16276.0,3060.0,-1664.0,-838.0,-944.0,-2320.0,-15048.0,4248.0,-1584.0,241.0,854.0,-2857.68,-15676.16,3771.04,-1624.64,-289.62,-75.28,323.1911780974227,235.55749701506,251.9143473484589,17.87709148603318,229.93902583076235,446.7955254923666,16379.824836265814,1724.9027126617905,2025-11-25T15:48:26.154501,2025-11-25T15:48:28.812648,0
50,-4336.0,-16456.0,2852.0,-1632.0,-643.0,-3164.0,-1952.0,-15000.0,4644.0,-1568.0,1054.0,1511.0,-3174.56,-15619.12,3502.96,-1603.84,-211.92,-179.32,451.8837089340575,275.0130644169473,333.79831994783916,18.537917898189107,346.6499583153011,739.8921391662436,16328.140728529434,1796.880134706977,2025-11-25T15:48:28.812648,2025-11-25T15:48:31.472636,0
50,-3904.0,-17180.0,3304.0,-1632.0,-1179.0,-5590.0,-1324.0,-14516.0,4688.0,-1536.0,737.0,5428.0,-2624.4,-15612.88,4030.0,-1574.4,-291.46,-201.76,545.6587944860781,367.12704286118725,307.17525942041624,18.101933598375616,356.0353471216025,1307.7424449791326,16347.897915620772,1935.728010913729,2025-11-25T15:48:31.472636,2025-11-25T15:48:34.129473,0
50,-3204.0,-16692.0,2996.0,-1600.0,-888.0,-1526.0,-1964.0,-15172.0,4180.0,-1536.0,472.0,1069.0,-2561.52,-15787.76,3588.72,-1566.72,-269.1,-106.28,276.12042590145336,286.7477330337591,284.6602915757658,14.954651450301341,251.27787407569335,500.7288703480158,16396.49436050513,1682.6632572112687,2025-11-25T15:48:34.129473,2025-11-25T15:48:36.787234,0
50,-5352.0,-29116.0,-900.0,-1584.0,-14427.0,-11601.0,16864.0,-8720.0,11900.0,-1504.0,6203.0,24397.0,-147.92,-16158.16,3947.04,-1539.84,-685.78,2519.68,4246.936777678707,3396.2924924688095,1965.0096891364174,17.101298196335858,3286.554093819239,7489.71983038084,17119.832693657627,5657.822378409748,2025-11-25T15:48:36.787234,2025-11-25T15:48:39.446448,0
50,-24152.0,-32768.0,-10228.0,-1584.0,-32768.0,-32304.0,22000.0,15892.0,30960.0,-1504.0,17651.0,29452.0,1327.36,-11981.44,1320.8,-1544.0,-707.72,152.7,7891.636296130227,12592.01882489063,7132.082063465058,17.88854381999832,9625.908464223001,13095.008950359676,17709.875139717813,13613.743435432269,2025-11-25T15:48:39.446448,2025-11-25T15:48:42.112302,0
50,-10032.0,-32768.0,-10016.0,-1584.0,-20749.0,-31212.0,26480.0,17528.0,25260.0,-1504.0,13695.0,28680.0,4202.96,-8573.28,2893.52,-1547.52,-1362.0,1263.76,8189.137461198218,14497.255761060436,7774.306230757828,19.73650424973987,8344.831969548579,11507.182095647917,16325.202011832527,12354.557449427017,2025-11-25T15:48:42.112302,2025-11-25T15:48:44.773815,0
50,-11160.0,-32768.0,-13632.0,-1600.0,-21756.0,-32768.0,25776.0,14348.0,32767.0,-1536.0,12855.0,32767.0,4923.68,-12037.52,1910.22,-1560.32,-1940.86,7060.3,8073.19245265465,15796.948969012972,9114.982499796695,16.701425088895856,8174.720819722224,14383.3511314297,19824.718760557556,15985.437447909324,2025-11-25T15:48:44.773815,2025-11-25T15:48:47.431303,0
50,-14580.0,-32768.0,-30772.0,-1600.0,-19645.0,-32768.0,32767.0,10532.0,20640.0,-1520.0,19294.0,32767.0,5034.22,-13358.32,-2718.0,-1562.56,1586.26,-2393.06,10432.945534775881,16094.013318547988,8627.30126980622,20.13967229127624,9148.210045271151,20705.981669469333,22546.87879129739,20881.3964878001,2025-11-25T15:48:47.431303,2025-11-25T15:48:50.090539,0
50,-4812.0,-32768.0,-10372.0,-1616.0,-15531.0,-18119.0,19528.0,8048.0,27100.0,-1536.0,5006.0,32767.0,3959.52,-15860.08,-106.48,-1568.32,-3113.2,5978.36,4541.696362550011,9418.241415126287,5927.144979633956,18.79301998083331,5094.235589369616,12371.918365007103,18523.879099507518,11583.30629355872,2025-11-25T15:48:50.090539,2025-11-25T15:48:52.751790,0
50,-4284.0,-25456.0,-4588.0,-1584.0,-12621.0,-16681.0,9444.0,-11884.0,8196.0,-1520.0,7853.0,19354.0,2259.04,-16131.36,2063.04,-1553.6,13.04,853.5,2932.809662831872,2676.2681312603936,2685.128056238659,17.30664612222715,3544.8142403234615,7568.3604281244425,16877.032536603307,6942.0059814051465,2025-11-25T15:48:52.751790,2025-11-25T15:48:55.404612,0
